34,29,32,32,34,39,40,36,50,56,57,48,45,46,44,47,45,46,50,53,49,56,40,20,70,74,71,68,66,67,62,59,58,53,50,52,58,59,58,52,54,55,48,0,0,79,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,18,18,17,9,8,6,0,0,0,0,0,0,0,0,2,1,0,2,2,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,2,2,2,1,1,0,0,0,0,0,0
21,19,20,20,24,29,29,36,36,46,46,41,40,40,40,40,40,40,31,47,50,38,14,0,68,68,64,60,31,52,53,53,40,36,38,40,46,53,43,48,45,49,34,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,15,16,15,9,7,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0
14,13,12,12,15,16,16,17,23,42,44,39,37,37,37,35,36,28,26,42,46,37,31,56,64,64,66,60,59,50,47,34,34,31,29,28,33,41,45,39,36,34,38,60,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
11,10,9,11,12,12,12,17,19,31,33,34,32,31,31,23,25,24,9,38,41,34,47,51,57,61,62,59,33,26,20,13,28,23,22,21,26,37,37,30,31,39,48,44,63,82,86,47,0,14,18,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,8,7,8,11,10,12,17,25,30,28,22,25,19,15,9,4,0,9,35,12,46,47,48,51,55,29,28,26,14,13,29,23,21,18,24,29,27,28,27,34,41,48,60,67,74,81,83,78,65,63,53,50,47,31,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,7,23,12,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,0,1,1,4,4,18,21,18,16,16,13,2,3,0,0,10,37,39,44,34,35,38,22,10,0,2,17,34,30,23,21,16,18,23,25,24,23,30,34,45,50,50,51,56,58,58,53,45,36,24,19,16,16,12,9,9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,12,21,27,36,37,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,0,0,0,0,3,4,10,18,17,15,14,12,0,0,0,0,0,37,35,32,31,31,16,0,0,6,28,49,31,25,23,18,16,17,21,21,21,20,28,34,39,42,40,41,41,42,42,39,26,11,10,10,10,9,9,9,8,7,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,12,27,33,37,31,30,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,5,0,0,0,0,1,3,14,17,14,14,11,0,0,0,0,19,28,34,35,31,28,31,35,48,54,57,54,48,29,22,19,16,14,15,17,21,18,22,29,33,34,34,33,35,33,36,34,18,10,9,8,9,9,9,8,8,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9,19,28,32,28,25,18,12,19,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,2,14,14,14,13,2,0,0,0,4,19,24,28,26,26,21,30,31,22,50,54,48,34,28,6,2,16,1,1,16,18,17,22,24,28,28,26,26,28,27,26,21,9,9,8,7,7,7,7,7,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,12,22,21,22,14,12,4,2,5,15,23,27,27,6,0,0,0,0,0,0,0,0,0,0,39,47,48,51,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,9,12,14,11,10,1,0,0,0,5,18,21,19,20,24,26,28,29,34,47,47,46,28,26,20,18,16,0,0,0,1,16,20,21,21,20,19,14,15,12,9,8,8,6,7,6,6,4,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,9,13,12,10,4,1,0,0,1,7,14,24,29,36,0,0,0,0,0,0,0,0,0,42,38,44,44,46,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
